matricula,Projeto em Computação II,Álgebra Linear,Álgebra Vetorial e Geometria Analítica,Análise e Técnicas de Algoritmos,Avaliação de Desempenho de Sistemas Discretos,Banco de Dados I,Banco de Dados II,Cálculo Diferencial e Integral I,Cálculo Diferencial e Integral II,Compiladores,Direito e Cidadania,Engenharia de Software I,Estruturas de Dados e Algoritmos,Fundamentos de Física Clássica,Fundamentos de Física Moderna,Gerência da Informação,Informática e Sociedade,Inteligência Artificial I,Interconexão de Redes de Computadores,Introdução à Computação,Lab. de Engenharia de Software,Lab. de Estruturas de Dados e Algoritmos,Lab. de Interconexão de Redes de Computadores,Lab. de Organização e Arquitetura de Computadores,Lab. de Programação I,Lab. de Programação II,Leitura e Produção de Textos,Lógica Matemática,Matemática Discreta,Metodologia Científica,Métodos e Software Numéricos,Métodos Estatísticos,Organização e Arquitetura de Computadores,Paradigmas de Linguagem de Programação,Probabilidade e Estatística,Programação I,Programação II,Projeto em Computação I,Redes de Computadores,Sistemas de Informação I,Sistemas de Informação II,Sistemas Operacionais,Teoria da Computação,Teoria dos Grafos,
112110036,NA,6.8,9.7,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,7.3,7.6,9.2,NA,7.9,NA,NA,NA,NA,NA,NA,7.0,7.2,NA,NA,NA,NA,NA,NA,5.6,
112110938,NA,NA,9.0,NA,NA,NA,NA,5.3,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,7.2,7.6,7.8,NA,7.5,NA,NA,NA,NA,NA,NA,7.2,7.8,NA,NA,NA,NA,NA,NA,5.8,
111250014,NA,NA,8.6,NA,NA,NA,NA,2.1,NA,NA,NA,NA,7.2,1.5,NA,5.4,8.5,NA,NA,9.0,NA,8.5,NA,NA,9.1,8.6,8.5,NA,6.0,NA,NA,NA,NA,NA,NA,9.1,8.7,NA,NA,NA,NA,NA,NA,5.0,
112110083,NA,NA,9.8,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,6.7,7.3,8.7,NA,6.1,NA,NA,NA,NA,NA,NA,6.7,7.3,NA,NA,NA,NA,NA,NA,8.9,
112110081,NA,NA,7.3,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,7.7,7.8,8.2,NA,7.1,NA,NA,NA,NA,NA,NA,7.6,7.3,NA,NA,NA,NA,NA,NA,10.0,
111210665,NA,NA,3.0,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,3.9,9.0,NA,NA,7.5,NA,NA,NA,NA,7.5,7.1,8.2,NA,2.8,NA,NA,NA,NA,NA,NA,7.5,5.0,NA,NA,NA,NA,NA,NA,7.3,
111110091,NA,2.2,7.4,NA,NA,NA,NA,7.8,NA,NA,10.0,NA,NA,3.0,NA,5.1,NA,NA,NA,7.4,NA,NA,NA,NA,6.8,3.5,NA,NA,5.0,NA,NA,NA,NA,NA,NA,6.8,3.5,NA,NA,NA,NA,NA,2.4,7.3,
111210787,NA,NA,6.1,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,4.5,8.5,NA,NA,7.7,NA,NA,NA,NA,2.7,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,
112210795,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,
112110002,NA,NA,7.9,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,5.0,7.2,8.3,NA,7.1,NA,NA,NA,NA,NA,NA,5.1,5.5,NA,NA,NA,NA,NA,NA,5.7,
112110001,NA,NA,8.3,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,8.0,NA,NA,NA,NA,7.0,7.2,8.0,NA,4.3,NA,NA,NA,NA,NA,NA,7.0,7.5,NA,NA,NA,NA,NA,NA,7.2,
112150455,NA,NA,9.8,NA,NA,NA,NA,9.0,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,7.4,7.5,7.2,NA,6.1,NA,NA,NA,NA,NA,NA,7.3,8.2,NA,NA,NA,NA,NA,NA,6.3,
112110090,NA,NA,7.3,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA,9.9,NA,NA,NA,NA,10.0,8.6,9.7,NA,9.4,NA,NA,NA,NA,NA,NA,10.0,8.3,NA,NA,NA,NA,NA,NA,8.9,
112110094,NA,NA,5.9,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,9.3,8.8,8.3,NA,8.9,NA,NA,NA,NA,NA,NA,9.3,8.1,NA,NA,NA,NA,NA,NA,9.9,
111210653,NA,NA,5.8,NA,NA,NA,NA,1.5,NA,NA,NA,NA,7.2,6.5,NA,7.5,8.5,NA,NA,8.4,NA,8.8,NA,NA,8.2,7.2,8.7,NA,8.1,NA,NA,NA,NA,NA,NA,8.0,7.7,NA,NA,NA,NA,NA,NA,9.3,
111210658,NA,2.7,7.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,2.9,NA,4.1,8.5,NA,NA,7.0,NA,NA,NA,NA,7.2,1.8,7.0,NA,5.8,NA,NA,NA,NA,NA,NA,7.0,1.5,NA,NA,NA,NA,NA,NA,7.8,
111210792,NA,NA,5.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,6.4,7.5,0.0,NA,7.8,NA,NA,NA,NA,NA,NA,6.4,7.9,NA,NA,NA,NA,NA,NA,7.3,
111210417,NA,5.0,5.6,NA,NA,NA,NA,1.0,NA,NA,NA,NA,7.0,7.5,NA,NA,8.5,NA,NA,7.1,NA,7.4,NA,NA,6.8,7.0,8.0,NA,7.3,NA,NA,NA,NA,NA,NA,6.8,7.1,NA,NA,NA,NA,NA,NA,7.3,
110210066,NA,2.2,3.0,NA,NA,NA,NA,2.6,NA,NA,9.8,NA,2.1,4.1,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,7.0,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,6.2,
112110943,NA,NA,8.6,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA,6.3,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,7.5,8.3,8.2,NA,6.3,NA,NA,NA,NA,NA,NA,7.4,7.9,NA,NA,NA,NA,NA,NA,9.7,
112110068,NA,NA,8.6,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,7.6,8.3,8.0,NA,7.1,NA,NA,NA,NA,NA,NA,7.6,8.2,NA,NA,NA,NA,NA,NA,8.3,
112110947,NA,NA,7.4,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,8.9,7.9,8.2,NA,7.3,NA,NA,NA,NA,NA,NA,8.8,7.0,NA,NA,NA,NA,NA,NA,7.6,
112110961,NA,NA,5.0,NA,NA,NA,NA,5.0,NA,NA,NA,NA,2.5,7.2,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,7.2,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,8.5,
111210870,NA,NA,3.4,NA,NA,NA,NA,1.2,NA,NA,NA,NA,4.3,2.7,NA,7.0,8.5,NA,NA,8.6,NA,3.8,NA,NA,5.8,5.3,7.5,NA,5.0,NA,NA,NA,NA,NA,NA,5.8,7.0,NA,NA,NA,NA,NA,NA,7.8,
111150494,NA,NA,2.9,NA,NA,NA,NA,0.9,NA,NA,NA,NA,3.3,NA,NA,6.1,8.5,NA,NA,8.2,NA,3.1,NA,NA,8.7,7.0,7.8,NA,0.0,NA,NA,NA,NA,NA,NA,8.7,7.6,NA,NA,NA,NA,NA,NA,5.4,
112110076,NA,NA,8.5,NA,NA,NA,NA,7.9,NA,NA,NA,NA,NA,7.9,NA,NA,8.0,NA,NA,9.5,NA,NA,NA,NA,9.6,8.0,9.7,NA,9.0,NA,NA,NA,NA,NA,NA,9.6,8.0,NA,NA,NA,NA,NA,NA,9.7,
112110071,NA,NA,9.4,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,8.4,8.0,9.3,NA,9.2,NA,NA,NA,NA,NA,NA,8.3,8.1,NA,NA,NA,NA,NA,NA,9.5,
111210438,NA,0.0,3.4,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,3.7,NA,NA,8.5,NA,NA,7.3,NA,NA,NA,NA,7.1,6.0,8.2,NA,3.9,NA,NA,NA,NA,NA,NA,6.9,8.3,NA,NA,NA,NA,NA,NA,5.5,
112110936,NA,NA,7.9,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,7.6,7.7,9.2,NA,7.5,NA,NA,NA,NA,NA,NA,7.7,7.8,NA,NA,NA,NA,NA,NA,5.9,
110210386,NA,3.9,5.3,NA,NA,NA,NA,5.8,NA,NA,9.5,NA,2.6,5.3,NA,5.3,8.7,NA,NA,NA,NA,2.5,NA,NA,NA,7.0,NA,8.5,6.5,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,8.9,7.3,
112110048,NA,NA,9.7,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,7.8,8.2,9.3,NA,9.2,NA,NA,NA,NA,NA,NA,7.8,8.7,NA,NA,NA,NA,NA,NA,8.0,
112150728,NA,NA,5.0,NA,NA,NA,NA,5.9,NA,NA,NA,NA,NA,7.3,NA,NA,9.0,NA,NA,7.4,NA,NA,NA,NA,8.3,NA,8.2,NA,5.9,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,
112210469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,5.0,NA,NA,8.3,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
112110044,NA,NA,8.3,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,7.4,7.5,8.3,NA,8.2,NA,NA,NA,NA,NA,NA,7.4,8.0,NA,NA,NA,NA,NA,NA,5.8,
112150735,NA,NA,8.3,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,8.6,7.6,7.8,NA,8.4,NA,NA,NA,NA,NA,NA,8.6,7.0,NA,NA,NA,NA,NA,NA,7.0,
110210130,NA,0.8,NA,NA,NA,NA,NA,5.7,NA,NA,8.8,NA,0.3,6.8,NA,5.1,9.2,NA,NA,NA,NA,1.1,NA,NA,6.6,0.6,NA,NA,3.7,NA,NA,NA,NA,NA,NA,6.7,1.9,NA,NA,NA,NA,NA,NA,5.2,
110210395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,7.4,0.3,NA,3.9,8.3,NA,NA,NA,NA,7.9,NA,NA,NA,5.6,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,5.0,
110110061,NA,7.5,NA,NA,NA,NA,NA,5.2,NA,NA,9.8,NA,7.0,3.2,NA,5.0,8.9,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,9.0,
111110127,NA,3.1,7.0,NA,NA,NA,NA,5.2,NA,NA,2.3,NA,5.4,0.9,NA,8.2,9.0,NA,NA,5.8,NA,6.2,NA,NA,7.4,7.6,NA,NA,5.5,NA,NA,NA,NA,NA,2.7,7.4,8.0,NA,NA,NA,NA,NA,5.5,3.5,
110210097,NA,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,7.1,3.4,NA,7.1,NA,NA,NA,NA,NA,7.8,NA,NA,NA,8.7,NA,NA,5.1,NA,NA,NA,NA,NA,3.4,NA,7.4,NA,NA,NA,NA,NA,NA,8.7,
110210095,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,9.8,NA,5.2,3.2,NA,0.0,NA,NA,NA,NA,NA,5.1,NA,NA,NA,5.2,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,8.3,
111110134,NA,7.0,10.0,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,
111110135,NA,7.9,8.6,NA,NA,NA,NA,5.6,NA,NA,9.0,NA,7.4,7.8,NA,5.0,9.0,NA,NA,7.8,NA,7.2,NA,NA,7.7,7.3,NA,5.3,6.0,NA,NA,NA,NA,NA,7.0,7.7,6.6,NA,NA,NA,NA,NA,6.9,7.5,
111110121,NA,6.5,7.8,NA,NA,NA,NA,6.3,NA,NA,NA,NA,7.0,3.8,NA,8.0,NA,NA,NA,8.0,NA,7.3,NA,NA,8.4,8.0,NA,7.9,5.0,NA,NA,NA,NA,7.0,7.0,8.3,9.0,NA,NA,NA,NA,NA,6.2,8.7,
110210494,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,3.8,5.3,NA,6.7,7.9,NA,NA,NA,NA,3.9,NA,NA,NA,5.6,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,7.2,
110210073,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,5.6,5.2,NA,7.7,8.7,NA,NA,NA,NA,5.0,NA,NA,NA,7.6,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,8.5,
110210047,NA,NA,NA,NA,NA,7.6,NA,6.0,NA,NA,7.0,7.7,8.1,3.2,NA,7.0,8.0,NA,NA,NA,NA,8.8,NA,NA,NA,9.0,NA,8.6,7.2,NA,NA,NA,NA,8.9,5.0,NA,9.1,NA,NA,7.7,7.0,NA,8.2,8.8,
109210029,NA,NA,NA,7.3,NA,6.6,NA,NA,NA,NA,9.7,7.0,NA,NA,NA,NA,NA,NA,7.0,NA,7.7,NA,7.0,7.8,NA,NA,NA,5.8,NA,7.0,6.6,5.5,7.4,NA,7.0,NA,NA,NA,5.4,7.0,5.0,NA,NA,NA,
109110032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,6.2,NA,NA,NA,NA,7.0,NA,NA,NA,NA,
109210300,NA,NA,NA,8.4,NA,7.9,NA,NA,NA,NA,9.0,9.3,NA,NA,NA,NA,9.8,NA,7.8,NA,7.4,NA,7.8,10.0,NA,NA,NA,9.4,NA,7.8,8.0,9.0,8.9,NA,NA,NA,NA,NA,9.1,9.5,7.8,8.8,NA,NA,
109110092,NA,NA,NA,6.1,NA,5.6,5.0,NA,NA,NA,7.0,7.5,NA,NA,NA,NA,7.8,7.4,NA,NA,0.0,NA,NA,8.9,NA,NA,NA,5.9,NA,NA,NA,7.1,7.6,NA,NA,NA,NA,NA,7.1,8.3,5.0,7.8,NA,NA,
111110078,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,9.0,NA,NA,7.1,NA,NA,NA,NA,NA,7.5,NA,7.7,5.5,NA,NA,NA,NA,8.2,5.0,NA,0.0,NA,NA,NA,
108210211,NA,NA,NA,NA,NA,6.4,NA,NA,NA,6.4,NA,7.0,NA,NA,NA,NA,9.0,NA,NA,NA,9.0,NA,NA,7.0,NA,NA,NA,NA,NA,7.8,7.0,7.2,8.5,NA,NA,NA,NA,9.6,7.0,NA,5.1,5.0,NA,NA,
108210205,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,8.0,NA,NA,
109150038,NA,NA,NA,7.0,NA,7.6,5.4,NA,NA,8.2,10.0,6.6,NA,NA,NA,NA,NA,NA,7.0,NA,8.2,NA,7.0,7.1,NA,NA,NA,7.0,NA,8.7,7.9,5.0,7.6,NA,NA,NA,NA,9.4,6.0,NA,5.8,7.3,NA,NA,
109110066,NA,NA,NA,7.2,NA,5.9,NA,NA,NA,5.8,NA,7.9,NA,NA,NA,NA,NA,NA,2.9,NA,8.3,NA,2.9,7.0,NA,NA,NA,7.0,NA,6.7,7.4,7.6,7.6,NA,NA,NA,NA,8.9,6.3,8.4,5.7,5.1,NA,NA,
111110893,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA,7.4,7.6,NA,9.0,NA,7.6,7.4,NA,NA,NA,NA,NA,NA,7.0,8.4,7.5,NA,NA,NA,NA,8.2,6.4,NA,0.0,0.0,NA,NA,
107110032,NA,NA,NA,7.3,NA,5.0,NA,NA,NA,6.0,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,7.0,NA,NA,NA,5.8,NA,NA,NA,5.7,8.0,NA,7.3,NA,NA,NA,5.0,NA,5.5,6.6,NA,NA,
109150027,NA,NA,NA,7.0,5.3,7.6,NA,NA,NA,7.0,8.5,8.3,NA,NA,NA,NA,8.3,NA,NA,NA,7.3,NA,NA,7.7,NA,NA,NA,7.0,NA,8.0,7.9,5.0,7.4,NA,NA,NA,NA,NA,7.1,7.7,5.0,5.2,NA,NA,
108210353,NA,NA,NA,6.5,NA,5.8,NA,NA,NA,NA,9.2,8.2,NA,NA,NA,NA,9.0,NA,NA,NA,7.8,NA,NA,7.1,NA,NA,NA,6.7,NA,NA,NA,7.2,5.1,NA,5.0,NA,NA,NA,5.0,NA,3.6,5.4,NA,NA,
107210009,NA,NA,NA,NA,7.5,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,6.4,NA,NA,NA,NA,NA,
109110108,NA,NA,NA,8.0,NA,7.5,NA,NA,NA,6.2,NA,8.7,NA,NA,NA,NA,NA,NA,7.0,NA,7.9,NA,7.0,8.7,NA,NA,NA,7.4,NA,NA,NA,8.6,7.4,NA,NA,NA,NA,8.9,5.0,NA,5.0,8.1,NA,NA,
109150001,NA,NA,NA,8.9,NA,8.3,7.0,NA,NA,5.7,10.0,7.0,NA,NA,NA,NA,8.3,NA,7.2,NA,8.2,NA,7.2,9.4,NA,NA,NA,7.7,NA,7.4,7.9,6.2,8.0,NA,NA,NA,NA,7.9,7.3,NA,5.9,7.1,NA,NA,
109210286,NA,7.4,NA,7.4,NA,7.8,7.4,NA,NA,8.1,10.0,9.6,NA,NA,NA,NA,8.8,NA,NA,NA,9.6,NA,NA,9.2,NA,NA,NA,8.8,NA,NA,NA,9.2,8.2,NA,NA,NA,NA,NA,7.7,8.6,7.1,NA,NA,NA,
112110922,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,5.5,2.9,NA,NA,NA,
111210066,NA,NA,NA,5.5,NA,5.4,NA,NA,NA,NA,8.2,7.6,7.1,NA,NA,NA,NA,NA,NA,NA,7.9,7.2,NA,8.3,NA,NA,NA,5.8,NA,NA,NA,7.9,5.6,NA,5.7,NA,NA,NA,3.6,7.0,NA,NA,5.8,NA,
109210034,NA,7.2,NA,8.7,NA,7.9,7.0,NA,NA,8.7,7.2,8.4,NA,NA,NA,NA,8.8,NA,NA,NA,9.6,NA,NA,9.6,NA,NA,NA,8.2,NA,7.8,NA,9.1,7.8,NA,NA,NA,NA,NA,9.5,8.6,7.9,7.7,NA,NA,
108210348,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,5.6,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,
110110045,NA,NA,NA,5.0,NA,5.6,2.7,NA,NA,5.5,NA,7.7,5.0,NA,NA,NA,9.2,NA,NA,NA,6.8,NA,NA,7.0,NA,NA,NA,5.0,NA,NA,6.4,7.3,4.6,NA,NA,NA,NA,8.2,2.8,NA,6.3,0.0,NA,NA,
109210065,NA,8.2,NA,NA,NA,8.2,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,9.5,NA,NA,NA,8.8,NA,NA,9.9,NA,NA,NA,8.9,NA,7.0,NA,7.8,8.3,NA,7.0,NA,NA,NA,7.3,8.9,NA,7.2,NA,NA,
111210450,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,6.0,NA,NA,NA,6.9,8.5,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,5.2,NA,7.0,6.6,5.4,5.4,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,
109110089,NA,5.7,NA,7.6,NA,7.3,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,8.3,NA,NA,NA,7.8,NA,NA,7.7,NA,NA,NA,6.2,NA,NA,NA,2.6,6.1,NA,7.3,NA,NA,NA,9.3,NA,7.0,NA,NA,NA,
110110050,NA,NA,NA,NA,0.0,1.8,NA,NA,NA,0.0,NA,7.3,5.0,NA,NA,5.7,9.0,NA,NA,NA,6.8,5.3,NA,5.2,NA,NA,NA,2.1,NA,7.0,NA,NA,5.9,NA,NA,NA,NA,NA,5.0,7.1,5.3,0.0,5.7,NA,
110210126,NA,3.2,NA,NA,NA,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,5.4,NA,NA,NA,NA,5.0,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,
109110807,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,5.1,NA,NA,NA,5.9,NA,3.1,NA,5.0,NA,
112110924,NA,5.0,6.0,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,7.6,7.0,NA,NA,8.4,NA,NA,NA,NA,NA,NA,7.6,6.5,NA,NA,NA,NA,NA,NA,5.1,
112110923,NA,NA,2.4,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,7.1,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,
112110928,NA,NA,0.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,0.0,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,
111150279,NA,NA,7.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,8.0,NA,NA,7.0,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,
112110057,NA,NA,1.0,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,5.7,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,
112110050,NA,5.1,5.0,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA,7.4,NA,NA,NA,NA,8.8,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA,
112110051,NA,NA,7.6,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,6.3,5.8,NA,NA,4.5,NA,NA,NA,NA,NA,NA,6.2,6.5,NA,NA,NA,NA,NA,NA,3.3,
112150916,NA,NA,2.8,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,
112110955,NA,3.6,5.0,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,6.8,5.0,NA,NA,5.8,NA,NA,NA,NA,NA,NA,6.8,7.0,NA,NA,NA,NA,NA,NA,7.0,
112110954,NA,NA,5.0,NA,NA,NA,NA,2.7,NA,NA,10.0,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,9.1,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,
112110956,NA,0.0,5.8,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,7.7,7.7,NA,NA,2.6,NA,NA,NA,NA,NA,NA,7.7,7.0,NA,NA,NA,NA,NA,NA,7.0,
112110959,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,
112110958,NA,2.6,6.1,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,7.2,2.8,NA,NA,0.9,NA,NA,NA,NA,NA,NA,7.1,5.1,NA,NA,NA,NA,NA,NA,5.3,
112110106,NA,NA,0.0,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,8.6,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,
112110108,NA,NA,3.6,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,8.9,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA,
